ticker,quarter,eps_beat,next_quarter_estimated,next_quarter_actual
ADBE,2002-Q2,1,0.1,0.11
ADBE,2002-Q3,1,0.11,0.13
ADBE,2002-Q4,1,0.11,0.13
ADBE,2003-Q1,1,0.13,0.14
ADBE,2003-Q2,1,0.12,0.14
ADBE,2003-Q3,1,0.16,0.17
ADBE,2003-Q4,1,0.2,0.25
ADBE,2004-Q1,1,0.21,0.22
ADBE,2004-Q2,1,0.19,0.22
ADBE,2004-Q3,1,0.21,0.22
ADBE,2004-Q4,1,0.25,0.27
ADBE,2005-Q1,1,0.27,0.28
ADBE,2005-Q2,1,0.27,0.29
ADBE,2005-Q3,1,0.28,0.3
ADBE,2005-Q4,1,0.15,0.17
ADBE,2006-Q1,1,0.3,0.31
ADBE,2006-Q2,1,0.26,0.29
ADBE,2006-Q3,0,0.33,0.33
ADBE,2006-Q4,1,0.29,0.3
ADBE,2007-Q1,1,0.36,0.37
ADBE,2007-Q2,1,0.41,0.45
ADBE,2007-Q3,1,0.48,0.49
ADBE,2007-Q4,1,0.45,0.48
ADBE,2008-Q1,1,0.46,0.5
ADBE,2008-Q2,1,0.46,0.5
ADBE,2008-Q3,1,0.57,0.6
ADBE,2008-Q4,1,0.44,0.45
ADBE,2009-Q1,1,0.34,0.35
ADBE,2009-Q2,1,0.33,0.35
ADBE,2009-Q3,1,0.37,0.39
ADBE,2009-Q4,1,0.37,0.4
ADBE,2010-Q1,1,0.43,0.44
ADBE,2010-Q2,1,0.36,0.44
ADBE,2010-Q3,1,0.4,0.53
ADBE,2010-Q4,1,0.57,0.58
ADBE,2011-Q1,1,0.51,0.55
ADBE,2011-Q2,1,0.54,0.55
ADBE,2011-Q3,1,0.61,0.67
ADBE,2011-Q4,0,0.57,0.57
ADBE,2012-Q1,1,0.59,0.6
ADBE,2012-Q2,0,0.42,0.4
ADBE,2012-Q3,1,0.56,0.61
ADBE,2012-Q4,1,0.31,0.35
ADBE,2013-Q1,1,0.34,0.36
ADBE,2013-Q2,0,0.33,0.32
ADBE,2013-Q3,0,0.32,0.32
ADBE,2013-Q4,1,0.25,0.3
ADBE,2014-Q1,1,0.3,0.37
ADBE,2014-Q2,1,0.26,0.28
ADBE,2014-Q3,1,0.3,0.36
ADBE,2014-Q4,1,0.39,0.44
ADBE,2015-Q1,1,0.45,0.48
ADBE,2015-Q2,1,0.5,0.54
ADBE,2015-Q3,1,0.6,0.62
ADBE,2015-Q4,1,0.61,0.66
ADBE,2016-Q1,1,0.68,0.71
ADBE,2016-Q2,1,0.72,0.75
ADBE,2016-Q3,1,0.86,0.9
ADBE,2016-Q4,1,0.87,0.94
ADBE,2017-Q1,1,0.95,1.02
ADBE,2017-Q2,1,1.01,1.1
ADBE,2017-Q3,1,1.16,1.26
ADBE,2017-Q4,1,1.44,1.55
ADBE,2018-Q1,1,1.54,1.66
ADBE,2018-Q2,1,1.69,1.73
ADBE,2018-Q3,0,1.84,1.83
ADBE,2018-Q4,1,1.62,1.71
ADBE,2019-Q1,1,1.78,1.83
ADBE,2019-Q2,1,1.97,2.05
ADBE,2019-Q3,1,2.26,2.29
ADBE,2019-Q4,1,2.23,2.27
ADBE,2020-Q1,1,2.32,2.45
ADBE,2020-Q2,1,2.41,2.57
ADBE,2020-Q3,1,2.66,2.81
ADBE,2020-Q4,1,2.79,3.14
ADBE,2021-Q1,1,2.82,3.03
ADBE,2021-Q2,1,3.02,3.11
ADBE,2021-Q3,0,3.2,3.2
ADBE,2021-Q4,1,3.34,3.37
ADBE,2022-Q1,1,3.31,3.35
ADBE,2022-Q2,1,3.34,3.4
ADBE,2022-Q3,1,3.5,3.6
ADBE,2022-Q4,1,3.68,3.8
ADBE,2023-Q1,1,3.79,3.91
ADBE,2023-Q2,1,3.98,4.1
ADBE,2023-Q3,1,4.14,4.27
ADBE,2023-Q4,1,4.38,4.48
ADBE,2024-Q1,1,4.4,4.48
ADBE,2024-Q2,1,4.54,4.65
ADBE,2024-Q3,1,4.67,4.81
ADBE,2024-Q4,1,4.97,5.08
ADBE,2025-Q1,1,4.97,5.06
ADBE,2025-Q2,1,5.18,5.31
ADBE,2025-Q3,1,5.4,5.5
AMD,2001-Q3,0,-0.28,-0.28
AMD,2001-Q4,1,-0.18,-0.05
AMD,2002-Q1,1,-0.06,-0.03
AMD,2002-Q2,0,-0.44,-0.54
AMD,2002-Q3,0,-0.67,-0.74
AMD,2002-Q4,0,-0.43,-0.68
AMD,2003-Q1,1,-0.49,-0.42
AMD,2003-Q2,1,-0.55,-0.4
AMD,2003-Q3,1,-0.36,-0.11
AMD,2003-Q4,1,0.04,0.09
AMD,2004-Q1,1,0.03,0.12
AMD,2004-Q2,0,0.09,0.09
AMD,2004-Q3,0,0.12,0.12
AMD,2004-Q4,0,0.07,0.05
AMD,2005-Q1,0,0.02,-0.04
AMD,2005-Q2,1,-0.05,0.03
AMD,2005-Q3,1,0.08,0.18
AMD,2005-Q4,1,0.26,0.45
AMD,2006-Q1,1,0.3,0.42
AMD,2006-Q2,0,0.2,0.18
AMD,2006-Q3,0,0.23,0.23
AMD,2006-Q4,0,0.12,-0.04
AMD,2007-Q1,0,-0.43,-0.9
AMD,2007-Q2,0,-0.79,-0.92
AMD,2007-Q3,1,-0.61,-0.49
AMD,2007-Q4,1,-0.33,-0.17
AMD,2008-Q1,0,-0.47,-0.51
AMD,2008-Q2,0,-0.52,-0.6
AMD,2008-Q3,1,-0.39,-0.18
AMD,2008-Q4,0,-0.56,-0.69
AMD,2009-Q1,1,-0.63,-0.62
AMD,2009-Q2,0,-0.51,-0.62
AMD,2009-Q3,1,-0.45,-0.18
AMD,2009-Q4,0,-0.05,-0.08
AMD,2010-Q1,1,-0.07,0.06
AMD,2010-Q2,1,0.06,0.11
AMD,2010-Q3,1,0.08,0.15
AMD,2010-Q4,1,0.11,0.14
AMD,2011-Q1,1,0.05,0.08
AMD,2011-Q2,1,0.08,0.09
AMD,2011-Q3,1,0.1,0.15
AMD,2011-Q4,1,0.16,0.19
AMD,2012-Q1,1,0.09,0.12
AMD,2012-Q2,0,0.07,0.06
AMD,2012-Q3,0,-0.16,-0.2
AMD,2012-Q4,1,-0.21,-0.14
AMD,2013-Q1,1,-0.17,-0.13
AMD,2013-Q2,1,-0.12,-0.09
AMD,2013-Q3,1,0.02,0.04
AMD,2013-Q4,0,0.06,0.06
AMD,2014-Q1,1,0.01,0.02
AMD,2014-Q2,0,0.03,0.02
AMD,2014-Q3,0,0.04,0.03
AMD,2015-Q1,0,-0.06,-0.09
AMD,2015-Q2,0,-0.16,-0.17
AMD,2015-Q3,0,-0.12,-0.17
AMD,2015-Q4,0,-0.1,-0.1
AMD,2016-Q1,1,-0.13,-0.12
AMD,2016-Q2,1,-0.09,-0.05
AMD,2016-Q4,1,-0.02,-0.01
AMD,2017-Q1,0,-0.04,-0.04
AMD,2017-Q3,1,0.08,0.1
AMD,2017-Q4,1,0.05,0.08
AMD,2018-Q1,1,0.09,0.11
AMD,2018-Q2,1,0.13,0.14
AMD,2018-Q3,1,0.12,0.13
AMD,2018-Q4,0,0.08,0.08
AMD,2019-Q1,0,0.06,0.06
AMD,2019-Q2,0,0.08,0.08
AMD,2019-Q3,0,0.18,0.18
AMD,2019-Q4,1,0.31,0.32
AMD,2020-Q1,0,0.18,0.18
AMD,2020-Q2,1,0.17,0.18
AMD,2020-Q3,1,0.36,0.41
AMD,2020-Q4,1,0.48,0.52
AMD,2021-Q1,1,0.44,0.52
AMD,2021-Q2,1,0.54,0.63
AMD,2021-Q3,1,0.66,0.73
AMD,2021-Q4,1,0.76,0.92
AMD,2022-Q1,1,0.92,1.13
AMD,2022-Q2,1,1.04,1.05
AMD,2022-Q3,0,0.7,0.67
AMD,2022-Q4,1,0.67,0.69
AMD,2023-Q1,1,0.56,0.6
AMD,2023-Q2,1,0.57,0.58
AMD,2023-Q3,1,0.68,0.7
AMD,2023-Q4,0,0.77,0.77
AMD,2024-Q1,1,0.61,0.62
AMD,2024-Q2,1,0.68,0.69
AMD,2024-Q3,0,0.92,0.92
AMD,2024-Q4,0,1.09,1.09
AMD,2025-Q1,1,0.93,0.96
AMD,2025-Q2,0,0.48,0.48
AMD,2025-Q3,1,1.17,1.2
AMD,2025-Q4,1,1.32,1.53
AMZN,2002-Q1,0,-0.01,-0.01
AMZN,2002-Q2,0,-0.01,-0.01
AMZN,2002-Q4,0,0.01,0.01
AMZN,2003-Q4,0,0.01,0.01
AMZN,2004-Q1,0,0.01,0.01
AMZN,2004-Q2,0,0.01,0.01
AMZN,2004-Q3,0,0.01,0.01
AMZN,2004-Q4,1,0.02,0.04
AMZN,2005-Q1,0,0.01,0.01
AMZN,2005-Q4,0,0.01,0.01
AMZN,2006-Q1,0,0.01,0.01
AMZN,2006-Q4,0,0.01,0.01
AMZN,2007-Q1,0,0.01,0.01
AMZN,2007-Q2,0,0.01,0.01
AMZN,2007-Q3,0,0.01,0.01
AMZN,2007-Q4,0,0.02,0.02
AMZN,2008-Q1,0,0.02,0.02
AMZN,2008-Q2,1,0.01,0.02
AMZN,2008-Q3,0,0.01,0.01
AMZN,2008-Q4,1,0.02,0.03
AMZN,2009-Q1,0,0.02,0.02
AMZN,2009-Q2,0,0.02,0.02
AMZN,2009-Q3,0,0.02,0.02
AMZN,2009-Q4,0,0.04,0.04
AMZN,2010-Q2,0,0.03,0.02
AMZN,2010-Q3,1,0.02,0.03
AMZN,2010-Q4,1,0.04,0.05
AMZN,2011-Q1,0,0.03,0.02
AMZN,2011-Q2,0,0.02,0.02
AMZN,2011-Q3,0,0.01,0.01
AMZN,2011-Q4,1,0.01,0.02
AMZN,2012-Q4,0,0.01,0.01
AMZN,2013-Q4,0,0.03,0.03
AMZN,2014-Q1,0,0.01,0.01
AMZN,2014-Q2,0,-0.01,-0.01
AMZN,2014-Q3,0,-0.04,-0.05
AMZN,2014-Q4,1,0.01,0.02
AMZN,2015-Q1,0,-0.01,-0.01
AMZN,2015-Q2,1,-0.01,0.01
AMZN,2015-Q3,1,-0.01,0.01
AMZN,2015-Q4,0,0.08,0.05
AMZN,2016-Q1,1,0.03,0.05
AMZN,2016-Q2,1,0.05,0.09
AMZN,2016-Q3,0,0.04,0.03
AMZN,2016-Q4,1,0.07,0.08
AMZN,2017-Q1,1,0.06,0.07
AMZN,2017-Q2,0,0.07,0.02
AMZN,2017-Q4,1,0.09,0.19
AMZN,2018-Q1,1,0.06,0.16
AMZN,2018-Q2,1,0.13,0.25
AMZN,2018-Q3,1,0.16,0.29
AMZN,2018-Q4,1,0.28,0.3
AMZN,2019-Q1,1,0.23,0.35
AMZN,2019-Q2,0,0.28,0.26
AMZN,2019-Q3,0,0.23,0.21
AMZN,2019-Q4,1,0.2,0.32
AMZN,2020-Q1,0,0.31,0.25
AMZN,2020-Q2,1,0.08,0.52
AMZN,2020-Q3,1,0.37,0.62
AMZN,2020-Q4,1,0.36,0.7
AMZN,2021-Q1,1,0.48,0.79
AMZN,2021-Q2,1,0.62,0.76
AMZN,2021-Q3,0,0.44,0.31
AMZN,2021-Q4,1,0.19,1.39
AMZN,2022-Q1,0,0.41,-0.38
AMZN,2022-Q2,0,0.12,-0.2
AMZN,2022-Q3,1,0.21,0.28
AMZN,2022-Q4,0,0.16,0.03
AMZN,2023-Q1,1,0.21,0.31
AMZN,2023-Q2,1,0.34,0.65
AMZN,2023-Q3,1,0.58,0.94
AMZN,2023-Q4,1,0.8,1.0
AMZN,2024-Q1,1,0.83,0.98
AMZN,2024-Q2,1,1.03,1.26
AMZN,2024-Q3,1,1.14,1.43
AMZN,2024-Q4,1,1.48,1.86
AMZN,2025-Q1,1,1.36,1.59
AMZN,2025-Q2,1,1.33,1.68
AMZN,2025-Q3,1,1.56,1.95
AMZN,2025-Q4,0,1.96,1.95
AVGO,2009-Q4,0,0.03,0.03
AVGO,2010-Q1,1,0.04,0.05
AVGO,2010-Q2,0,0.05,0.05
AVGO,2010-Q3,1,0.06,0.07
AVGO,2010-Q4,1,0.05,0.07
AVGO,2011-Q1,0,0.06,0.06
AVGO,2011-Q2,0,0.07,0.07
AVGO,2011-Q3,0,0.07,0.07
AVGO,2011-Q4,0,0.06,0.06
AVGO,2012-Q1,1,0.06,0.07
AVGO,2012-Q2,0,0.07,0.07
AVGO,2012-Q3,1,0.07,0.08
AVGO,2012-Q4,1,0.06,0.07
AVGO,2013-Q1,0,0.06,0.06
AVGO,2013-Q2,0,0.07,0.07
AVGO,2013-Q3,1,0.08,0.09
AVGO,2013-Q4,0,0.08,0.08
AVGO,2014-Q1,1,0.08,0.09
AVGO,2014-Q2,1,0.11,0.13
AVGO,2014-Q3,1,0.17,0.2
AVGO,2014-Q4,1,0.19,0.21
AVGO,2015-Q1,1,0.2,0.21
AVGO,2015-Q2,1,0.21,0.22
AVGO,2015-Q3,1,0.24,0.25
AVGO,2015-Q4,1,0.23,0.24
AVGO,2016-Q1,1,0.24,0.25
AVGO,2016-Q2,1,0.28,0.29
AVGO,2016-Q3,1,0.34,0.35
AVGO,2016-Q4,1,0.35,0.36
AVGO,2017-Q1,1,0.35,0.37
AVGO,2017-Q2,1,0.4,0.41
AVGO,2017-Q3,1,0.45,0.46
AVGO,2017-Q4,0,0.51,0.51
AVGO,2018-Q1,1,0.47,0.49
AVGO,2018-Q2,1,0.48,0.5
AVGO,2018-Q3,1,0.56,0.59
AVGO,2018-Q4,1,0.52,0.56
AVGO,2019-Q1,0,0.52,0.52
AVGO,2019-Q2,1,0.51,0.52
AVGO,2019-Q3,0,0.54,0.54
AVGO,2019-Q4,0,0.54,0.53
AVGO,2020-Q1,0,0.51,0.51
AVGO,2020-Q2,1,0.52,0.54
AVGO,2020-Q3,1,0.62,0.64
AVGO,2020-Q4,0,0.66,0.66
AVGO,2021-Q1,1,0.65,0.66
AVGO,2021-Q2,1,0.69,0.7
AVGO,2021-Q3,0,0.78,0.78
AVGO,2021-Q4,1,0.81,0.84
AVGO,2022-Q1,1,0.87,0.91
AVGO,2022-Q2,1,0.95,0.97
AVGO,2022-Q3,1,1.03,1.05
AVGO,2022-Q4,1,1.02,1.03
AVGO,2023-Q1,1,1.01,1.03
AVGO,2023-Q2,1,1.04,1.05
AVGO,2023-Q3,1,1.1,1.11
AVGO,2023-Q4,1,1.04,1.1
AVGO,2024-Q1,1,1.08,1.1
AVGO,2024-Q2,1,1.21,1.24
AVGO,2024-Q3,1,1.39,1.42
AVGO,2024-Q4,1,1.51,1.6
AVGO,2025-Q1,1,1.57,1.58
AVGO,2025-Q2,1,1.66,1.69
AVGO,2025-Q3,1,1.87,1.95
BAC,2001-Q4,1,0.62,0.64
BAC,2002-Q1,1,0.56,0.57
BAC,2002-Q2,0,0.7,0.7
BAC,2002-Q3,1,0.71,0.73
BAC,2002-Q4,1,0.83,0.85
BAC,2003-Q1,1,0.74,0.8
BAC,2003-Q2,1,0.78,0.9
BAC,2003-Q3,1,0.85,0.96
BAC,2003-Q4,1,0.89,0.92
BAC,2004-Q1,1,0.9,0.92
BAC,2004-Q2,1,0.87,0.95
BAC,2004-Q3,1,0.89,0.91
BAC,2004-Q4,1,0.92,0.94
BAC,2005-Q1,1,0.94,1.14
BAC,2005-Q2,1,1.0,1.06
BAC,2005-Q3,1,1.01,1.02
BAC,2005-Q4,0,1.02,0.93
BAC,2006-Q1,1,0.96,1.07
BAC,2006-Q2,1,1.08,1.19
BAC,2006-Q3,1,1.13,1.18
BAC,2006-Q4,1,1.13,1.16
BAC,2007-Q1,1,1.15,1.16
BAC,2007-Q2,1,1.19,1.28
BAC,2007-Q3,0,1.04,0.82
BAC,2007-Q4,0,0.16,0.05
BAC,2008-Q1,0,0.33,0.23
BAC,2008-Q2,1,0.49,0.72
BAC,2008-Q3,0,0.66,0.15
BAC,2008-Q4,0,0.06,-0.48
BAC,2009-Q1,1,0.11,0.44
BAC,2009-Q2,0,0.44,0.33
BAC,2009-Q3,0,-0.17,-0.26
BAC,2009-Q4,1,0.11,0.28
BAC,2010-Q2,1,0.19,0.27
BAC,2010-Q3,0,0.15,-0.77
BAC,2010-Q4,0,0.16,0.04
BAC,2011-Q1,0,0.27,0.17
BAC,2011-Q2,0,-0.9,-0.9
BAC,2011-Q3,1,0.44,0.56
BAC,2011-Q4,0,0.25,0.15
BAC,2012-Q1,1,-0.06,0.03
BAC,2012-Q2,1,0.16,0.19
BAC,2012-Q4,1,0.02,0.03
BAC,2013-Q1,0,0.22,0.2
BAC,2013-Q2,1,0.25,0.32
BAC,2013-Q3,1,0.18,0.2
BAC,2013-Q4,1,0.26,0.29
BAC,2014-Q1,0,0.06,-0.05
BAC,2014-Q2,1,0.07,0.19
BAC,2014-Q3,1,-0.09,-0.05
BAC,2014-Q4,0,0.31,0.25
BAC,2015-Q1,0,0.29,0.27
BAC,2015-Q2,1,0.35,0.45
BAC,2015-Q3,1,0.34,0.37
BAC,2015-Q4,1,0.27,0.28
BAC,2016-Q1,0,0.21,0.21
BAC,2016-Q2,1,0.34,0.36
BAC,2016-Q3,1,0.34,0.41
BAC,2016-Q4,1,0.38,0.4
BAC,2017-Q1,1,0.35,0.41
BAC,2017-Q2,1,0.44,0.46
BAC,2017-Q3,1,0.46,0.48
BAC,2017-Q4,1,0.14,0.2
BAC,2018-Q1,1,0.6,0.62
BAC,2018-Q2,1,0.58,0.63
BAC,2018-Q3,1,0.62,0.66
BAC,2018-Q4,1,0.64,0.7
BAC,2019-Q1,1,0.66,0.7
BAC,2019-Q2,1,0.71,0.74
BAC,2019-Q3,1,0.51,0.56
BAC,2019-Q4,1,0.69,0.74
BAC,2020-Q1,0,0.54,0.4
BAC,2020-Q2,1,0.29,0.37
BAC,2020-Q3,1,0.5,0.51
BAC,2020-Q4,1,0.54,0.59
BAC,2021-Q1,1,0.66,0.86
BAC,2021-Q2,1,0.77,1.03
BAC,2021-Q3,1,0.71,0.85
BAC,2021-Q4,1,0.76,0.82
BAC,2022-Q1,1,0.75,0.8
BAC,2022-Q2,0,0.75,0.73
BAC,2022-Q3,1,0.77,0.81
BAC,2022-Q4,1,0.77,0.85
BAC,2023-Q1,1,0.83,0.94
BAC,2023-Q2,1,0.83,0.88
BAC,2023-Q3,1,0.82,0.9
BAC,2023-Q4,0,0.58,0.35
BAC,2024-Q1,0,0.76,0.76
BAC,2024-Q2,1,0.8,0.83
BAC,2024-Q3,1,0.76,0.81
BAC,2024-Q4,1,0.77,0.82
BAC,2025-Q1,1,0.82,0.9
BAC,2025-Q2,1,0.86,0.89
BAC,2025-Q3,1,0.95,1.06
BAC,2025-Q4,1,0.96,0.98
BK,2001-Q3,0,0.37,0.35
BK,2001-Q4,0,0.5,0.49
BK,2002-Q1,0,0.54,0.53
BK,2002-Q2,0,0.54,0.53
BK,2002-Q3,0,0.12,0.12
BK,2002-Q4,0,0.16,0.15
BK,2003-Q1,0,0.44,0.44
BK,2003-Q2,1,0.43,0.44
BK,2003-Q3,0,0.45,0.45
BK,2003-Q4,0,0.47,0.47
BK,2004-Q1,1,0.48,0.5
BK,2004-Q2,1,0.5,0.51
BK,2004-Q3,0,0.49,0.49
BK,2004-Q4,0,0.51,0.51
BK,2005-Q1,0,0.52,0.52
BK,2005-Q2,1,0.53,0.55
BK,2005-Q3,1,0.53,0.54
BK,2005-Q4,0,0.56,0.56
BK,2006-Q1,1,0.57,0.58
BK,2006-Q2,1,0.59,0.63
BK,2006-Q3,1,0.58,0.59
BK,2006-Q4,1,0.58,0.62
BK,2007-Q1,1,0.6,0.63
BK,2007-Q2,1,0.62,0.63
BK,2007-Q3,1,0.62,0.66
BK,2007-Q4,1,0.7,0.77
BK,2008-Q1,1,0.73,0.78
BK,2008-Q2,0,0.76,0.74
BK,2008-Q3,1,0.63,0.72
BK,2008-Q4,1,0.7,0.93
BK,2009-Q1,0,0.62,0.53
BK,2009-Q2,0,0.53,0.51
BK,2009-Q3,1,0.45,0.54
BK,2009-Q4,1,0.52,0.55
BK,2010-Q1,1,0.53,0.59
BK,2010-Q2,0,0.55,0.55
BK,2010-Q3,1,0.54,0.55
BK,2010-Q4,1,0.57,0.59
BK,2011-Q1,0,0.57,0.54
BK,2011-Q2,1,0.56,0.61
BK,2011-Q3,1,0.53,0.6
BK,2011-Q4,0,0.54,0.49
BK,2012-Q1,0,0.52,0.52
BK,2012-Q2,1,0.53,0.57
BK,2012-Q3,1,0.54,0.63
BK,2012-Q4,1,0.54,0.56
BK,2013-Q1,1,0.52,0.53
BK,2013-Q2,1,0.57,0.63
BK,2013-Q3,1,0.58,0.62
BK,2013-Q4,1,0.54,0.55
BK,2014-Q1,1,0.53,0.57
BK,2014-Q2,0,0.56,0.56
BK,2014-Q3,1,0.61,0.64
BK,2014-Q4,0,0.6,0.58
BK,2015-Q1,1,0.6,0.67
BK,2015-Q2,1,0.66,0.77
BK,2015-Q3,1,0.71,0.74
BK,2015-Q4,1,0.64,0.68
BK,2016-Q1,1,0.68,0.74
BK,2016-Q2,1,0.75,0.76
BK,2016-Q3,1,0.81,0.9
BK,2016-Q4,0,0.77,0.77
BK,2017-Q1,1,0.8,0.83
BK,2017-Q2,1,0.85,0.88
BK,2017-Q3,1,0.92,0.94
BK,2017-Q4,0,0.91,0.91
BK,2018-Q1,1,0.96,1.1
BK,2018-Q2,1,1.02,1.03
BK,2018-Q3,1,1.04,1.06
BK,2018-Q4,1,0.92,0.99
BK,2019-Q1,0,0.96,0.94
BK,2019-Q2,1,0.96,1.01
BK,2019-Q3,1,0.99,1.07
BK,2019-Q4,1,1.0,1.01
BK,2020-Q1,1,0.91,1.05
BK,2020-Q2,1,0.92,1.01
BK,2020-Q3,1,0.94,0.98
BK,2020-Q4,1,0.91,0.96
BK,2021-Q1,1,0.86,0.97
BK,2021-Q2,1,1.0,1.13
BK,2021-Q3,1,1.0,1.04
BK,2021-Q4,1,1.01,1.04
BK,2022-Q1,1,0.86,0.94
BK,2022-Q2,1,1.11,1.15
BK,2022-Q3,1,1.08,1.21
BK,2022-Q4,1,1.24,1.3
BK,2023-Q1,1,1.11,1.13
BK,2023-Q2,1,1.22,1.38
BK,2023-Q3,1,1.14,1.27
BK,2023-Q4,1,1.12,1.28
BK,2024-Q1,1,1.19,1.29
BK,2024-Q2,1,1.43,1.51
BK,2024-Q3,1,1.42,1.52
BK,2024-Q4,1,1.57,1.72
BK,2025-Q1,1,1.49,1.58
BK,2025-Q2,1,1.76,1.94
BK,2025-Q3,1,1.77,1.91
BK,2025-Q4,1,1.98,2.08
BLK,2007-Q3,1,1.91,2.29
BLK,2007-Q4,1,2.15,2.52
BLK,2008-Q1,0,2.01,1.9
BLK,2008-Q2,1,1.88,2.14
BLK,2008-Q3,0,1.88,1.71
BLK,2008-Q4,0,0.99,0.68
BLK,2009-Q1,0,0.81,0.81
BLK,2009-Q2,1,1.56,1.75
BLK,2009-Q3,1,1.93,2.1
BLK,2009-Q4,0,8.02,7.36
BLK,2022-Q3,1,7.06,9.55
BLK,2022-Q4,1,8.1,8.93
BLK,2023-Q1,1,7.73,7.93
BLK,2023-Q2,1,8.47,9.28
BLK,2023-Q3,1,8.34,10.91
BLK,2023-Q4,1,8.88,9.66
BLK,2024-Q1,1,9.39,9.81
BLK,2024-Q2,1,9.96,10.36
BLK,2024-Q3,1,10.31,11.46
BLK,2024-Q4,1,11.22,11.93
BLK,2025-Q1,1,10.13,11.3
BLK,2025-Q2,1,10.81,12.05
BLK,2025-Q3,1,11.34,11.55
BLK,2025-Q4,1,12.19,13.16
BR,2007-Q2,1,0.73,0.82
BR,2007-Q3,1,0.16,0.31
BR,2007-Q4,1,0.19,0.26
BR,2008-Q1,0,0.24,0.23
BR,2008-Q2,0,0.7,0.69
BR,2008-Q3,1,0.2,0.21
BR,2008-Q4,1,0.18,0.21
BR,2009-Q1,1,0.22,0.24
BR,2009-Q2,1,0.79,0.83
BR,2009-Q3,0,0.19,0.19
BR,2009-Q4,1,0.17,0.24
