ticker,quarter,eps_beat,next_quarter_estimated,next_quarter_actual
AMD,2025-Q3,1,1.11,1.24
AMZN,2014-Q4,0,-0.01,-0.01
AMZN,2015-Q1,1,-0.01,0.01
AMZN,2015-Q2,1,0.0,0.01
AMZN,2015-Q3,0,0.08,0.05
AMZN,2015-Q4,1,0.03,0.05
AMZN,2016-Q1,1,0.06,0.09
AMZN,2016-Q2,0,0.04,0.03
AMZN,2016-Q3,1,0.07,0.08
AMZN,2016-Q4,1,0.05,0.07
AMZN,2017-Q1,0,0.07,0.02
AMZN,2017-Q2,1,0.0,0.03
AMZN,2017-Q3,1,0.09,0.11
AMZN,2017-Q4,1,0.06,0.16
AMZN,2018-Q1,1,0.12,0.25
AMZN,2018-Q2,1,0.16,0.29
AMZN,2018-Q3,1,0.28,0.3
AMZN,2018-Q4,1,0.23,0.35
AMZN,2019-Q1,0,0.26,0.26
AMZN,2019-Q2,0,0.22,0.21
AMZN,2019-Q3,1,0.2,0.32
AMZN,2019-Q4,0,0.32,0.25
AMZN,2020-Q1,1,0.09,0.51
AMZN,2020-Q2,1,0.37,0.62
AMZN,2020-Q3,1,0.35,0.7
AMZN,2020-Q4,1,0.49,0.79
AMZN,2021-Q1,1,0.61,0.76
AMZN,2021-Q2,0,0.46,0.31
AMZN,2021-Q3,1,0.19,1.39
AMZN,2021-Q4,0,0.44,0.21
AMZN,2022-Q1,0,0.15,0.1
AMZN,2022-Q2,0,0.22,0.2
AMZN,2022-Q3,1,0.15,0.21
AMZN,2022-Q4,1,0.21,0.31
AMZN,2023-Q1,1,0.34,0.63
AMZN,2023-Q2,1,0.58,0.85
AMZN,2023-Q3,1,0.81,1.01
AMZN,2023-Q4,1,0.83,1.13
AMZN,2024-Q1,1,1.05,1.23
AMZN,2024-Q2,1,1.14,1.43
AMZN,2024-Q3,1,1.52,1.86
AMZN,2024-Q4,1,1.35,1.59
AMZN,2025-Q1,1,1.33,1.68
AMZN,2025-Q2,1,1.58,1.95
AMZN,2025-Q3,0,1.98,1.95
AVGO,2015-Q1,1,0.18,0.2
AVGO,2015-Q2,1,0.19,0.2
AVGO,2015-Q3,1,0.22,0.23
AVGO,2015-Q4,1,0.21,0.22
AVGO,2016-Q1,1,0.2,0.21
AVGO,2016-Q2,1,0.23,0.25
AVGO,2016-Q3,1,0.29,0.3
AVGO,2016-Q4,1,0.3,0.32
AVGO,2017-Q1,1,0.3,0.33
AVGO,2017-Q2,1,0.35,0.37
AVGO,2017-Q3,1,0.39,0.42
AVGO,2017-Q4,1,0.44,0.47
AVGO,2018-Q1,1,0.41,0.44
AVGO,2018-Q2,1,0.42,0.44
AVGO,2018-Q3,1,0.49,0.51
AVGO,2018-Q4,1,0.43,0.47
AVGO,2019-Q1,1,0.37,0.42
AVGO,2019-Q2,0,0.41,0.4
AVGO,2019-Q3,1,0.43,0.44
AVGO,2019-Q4,0,0.43,0.42
AVGO,2020-Q1,1,0.41,0.42
AVGO,2020-Q2,1,0.43,0.46
AVGO,2020-Q3,1,0.53,0.56
AVGO,2020-Q4,1,0.56,0.58
AVGO,2021-Q1,1,0.54,0.59
AVGO,2021-Q2,1,0.6,0.63
AVGO,2021-Q3,1,0.68,0.7
AVGO,2021-Q4,1,0.73,0.77
AVGO,2022-Q1,1,0.79,0.84
AVGO,2022-Q2,1,0.88,0.91
AVGO,2022-Q3,1,0.95,0.98
AVGO,2022-Q4,1,0.94,0.98
AVGO,2023-Q1,1,0.94,0.95
AVGO,2023-Q2,1,0.94,0.95
AVGO,2023-Q3,1,0.97,0.98
AVGO,2023-Q4,0,0.89,0.86
AVGO,2024-Q1,1,0.82,0.87
AVGO,2024-Q2,1,0.95,1.02
AVGO,2024-Q3,1,1.13,1.25
AVGO,2024-Q4,1,1.27,1.4
AVGO,2025-Q1,0,1.35,1.33
AVGO,2025-Q2,0,1.35,1.26
AVGO,2025-Q3,1,1.49,1.61
BAC,2014-Q4,0,0.29,0.27
BAC,2015-Q1,1,0.36,0.45
BAC,2015-Q2,1,0.34,0.37
BAC,2015-Q3,1,0.27,0.28
BAC,2015-Q4,0,0.22,0.21
BAC,2016-Q1,1,0.34,0.36
BAC,2016-Q2,1,0.34,0.41
BAC,2016-Q3,1,0.38,0.4
BAC,2016-Q4,1,0.35,0.41
BAC,2017-Q1,1,0.43,0.46
BAC,2017-Q2,1,0.46,0.48
BAC,2017-Q3,1,0.44,0.47
BAC,2017-Q4,1,0.59,0.62
BAC,2018-Q1,0,0.63,0.63
BAC,2018-Q2,1,0.62,0.66
BAC,2018-Q3,1,0.63,0.7
BAC,2018-Q4,1,0.65,0.7
BAC,2019-Q1,1,0.7,0.74
BAC,2019-Q2,1,0.68,0.75
BAC,2019-Q3,1,0.68,0.74
BAC,2019-Q4,0,0.42,0.4
BAC,2020-Q1,1,0.28,0.37
BAC,2020-Q2,0,0.53,0.51
BAC,2020-Q3,1,0.56,0.59
BAC,2020-Q4,1,0.65,0.86
BAC,2021-Q1,1,0.77,1.03
BAC,2021-Q2,1,0.71,0.85
BAC,2021-Q3,1,0.76,0.82
BAC,2021-Q4,1,0.76,0.8
BAC,2022-Q1,0,0.77,0.73
BAC,2022-Q2,1,0.79,0.81
BAC,2022-Q3,1,0.76,0.85
BAC,2022-Q4,1,0.79,0.94
BAC,2023-Q1,1,0.84,0.88
BAC,2023-Q2,1,0.81,0.9
BAC,2023-Q3,1,0.69,0.7
BAC,2023-Q4,1,0.77,0.83
BAC,2024-Q1,1,0.79,0.83
BAC,2024-Q2,1,0.78,0.81
BAC,2024-Q3,1,0.77,0.82
BAC,2024-Q4,1,0.81,0.9
BAC,2025-Q1,1,0.86,0.89
BAC,2025-Q2,1,0.94,1.06
BAC,2025-Q3,1,0.96,0.98
BK,2014-Q4,1,0.59,0.67
BK,2015-Q1,1,0.66,0.77
BK,2015-Q2,1,0.71,0.74
BK,2015-Q3,1,0.64,0.68
BK,2015-Q4,1,0.68,0.74
BK,2016-Q1,1,0.75,0.76
BK,2016-Q2,1,0.81,0.9
BK,2016-Q3,0,0.78,0.77
BK,2016-Q4,0,0.8,0.8
BK,2017-Q1,1,0.84,0.92
BK,2017-Q2,1,0.93,0.98
BK,2017-Q3,0,0.91,0.91
BK,2017-Q4,1,0.97,1.1
BK,2018-Q1,0,1.03,1.03
BK,2018-Q2,1,1.04,1.06
BK,2018-Q3,1,0.92,0.99
BK,2018-Q4,0,0.96,0.94
BK,2019-Q1,1,0.94,1.01
BK,2019-Q2,1,0.99,1.07
BK,2019-Q3,1,0.99,1.01
BK,2019-Q4,1,0.9,1.05
BK,2020-Q1,1,0.94,1.01
BK,2020-Q2,1,0.96,0.98
BK,2020-Q3,1,0.93,0.96
BK,2020-Q4,1,0.87,0.97
BK,2021-Q1,1,1.02,1.13
BK,2021-Q2,1,1.02,1.04
BK,2021-Q3,1,1.02,1.04
BK,2021-Q4,0,0.86,0.86
BK,2022-Q1,1,1.12,1.15
BK,2022-Q2,1,1.1,1.21
BK,2022-Q3,1,1.22,1.3
BK,2022-Q4,1,1.09,1.13
BK,2023-Q1,1,1.22,1.38
BK,2023-Q2,1,1.14,1.27
BK,2023-Q3,1,1.12,1.28
BK,2023-Q4,1,1.19,1.29
BK,2024-Q1,1,1.43,1.51
BK,2024-Q2,1,1.41,1.52
BK,2024-Q3,1,1.56,1.72
BK,2024-Q4,1,1.49,1.58
BK,2025-Q1,1,1.74,1.94
BK,2025-Q2,1,1.76,1.91
BK,2025-Q3,1,1.97,2.08
BLK,2014-Q4,1,4.51,4.89
BLK,2015-Q1,1,4.8,4.96
BLK,2015-Q2,1,4.51,5.0
BLK,2015-Q3,0,4.82,4.75
BLK,2015-Q4,0,4.29,4.25
BLK,2016-Q1,0,4.79,4.78
BLK,2016-Q2,1,5.05,5.14
BLK,2016-Q3,1,5.02,5.14
BLK,2016-Q4,1,4.94,5.25
BLK,2017-Q1,0,5.39,5.24
BLK,2017-Q2,1,5.59,5.92
BLK,2017-Q3,1,6.07,6.24
BLK,2017-Q4,1,6.41,6.7
BLK,2018-Q1,1,6.6,6.66
BLK,2018-Q2,1,6.93,7.52
BLK,2018-Q3,0,6.35,6.08
BLK,2018-Q4,1,6.2,6.61
BLK,2019-Q1,0,6.52,6.41
BLK,2019-Q2,1,6.95,7.15
BLK,2019-Q3,1,7.67,8.34
BLK,2019-Q4,0,6.69,6.6
BLK,2020-Q1,1,6.9,7.85
BLK,2020-Q2,1,7.81,9.22
BLK,2020-Q3,1,9.17,10.18
BLK,2020-Q4,1,7.64,7.77
BLK,2021-Q1,1,9.33,10.03
BLK,2021-Q2,1,9.54,10.95
BLK,2021-Q3,1,10.23,10.42
BLK,2021-Q4,1,8.92,9.52
BLK,2022-Q1,0,7.94,7.36
BLK,2022-Q2,1,7.7,9.55
BLK,2022-Q3,1,7.99,8.93
BLK,2022-Q4,1,7.71,7.93
BLK,2023-Q1,1,8.47,9.28
BLK,2023-Q2,1,8.47,10.91
BLK,2023-Q3,1,8.84,9.66
BLK,2023-Q4,1,9.42,9.81
BLK,2024-Q1,1,9.96,10.36
BLK,2024-Q2,1,10.42,11.46
BLK,2024-Q3,1,11.27,11.93
BLK,2024-Q4,1,10.25,11.3
BLK,2025-Q1,1,10.71,12.05
BLK,2025-Q2,1,11.19,11.55
BLK,2025-Q3,1,12.39,13.16
BR,2014-Q4,0,0.52,0.47
BR,2015-Q1,1,1.38,1.4
BR,2015-Q2,1,0.27,0.33
BR,2015-Q3,1,0.33,0.38
BR,2015-Q4,1,0.49,0.58
BR,2016-Q1,0,1.45,1.45
BR,2016-Q2,0,0.38,0.36
BR,2016-Q3,1,0.38,0.39
BR,2016-Q4,1,0.59,0.69
BR,2017-Q1,0,1.71,1.71
BR,2017-Q2,1,0.41,0.54
BR,2017-Q3,1,0.58,0.79
BR,2017-Q4,1,0.79,1.0
BR,2018-Q1,0,1.88,1.86
BR,2018-Q2,1,0.7,0.79
BR,2018-Q3,0,0.71,0.56
BR,2018-Q4,1,1.49,1.59
BR,2019-Q1,0,1.72,1.72
BR,2019-Q2,0,0.72,0.68
BR,2019-Q3,0,0.76,0.53
BR,2019-Q4,0,1.74,1.67
BR,2020-Q1,1,2.1,2.15
BR,2020-Q2,1,0.63,0.98
BR,2020-Q3,0,0.73,0.73
BR,2020-Q4,1,1.67,1.76
BR,2021-Q1,0,2.19,2.19
BR,2021-Q2,1,1.02,1.07
BR,2021-Q3,1,0.81,0.83
BR,2021-Q4,1,1.77,1.93
BR,2022-Q1,0,2.65,2.65
BR,2022-Q2,0,0.87,0.84
BR,2022-Q3,0,0.91,0.91
BR,2022-Q4,1,2.01,2.05
BR,2023-Q1,1,3.1,3.21
BR,2023-Q2,1,0.94,1.09
BR,2023-Q3,1,0.88,0.92
BR,2023-Q4,0,2.23,2.23
BR,2024-Q1,1,3.48,3.5
BR,2024-Q2,0,1.0,1.0
BR,2024-Q3,1,1.39,1.56
BR,2024-Q4,1,2.39,2.44
BR,2025-Q1,1,3.51,3.55
BR,2025-Q2,1,1.19,1.51
BR,2025-Q3,1,1.34,1.59
C,2014-Q4,1,1.39,1.52
C,2015-Q1,1,1.35,1.45
C,2015-Q2,1,1.29,1.31
C,2015-Q3,1,1.04,1.06
C,2015-Q4,1,1.04,1.11
C,2016-Q1,1,1.09,1.25
C,2016-Q2,1,1.16,1.25
C,2016-Q3,1,1.12,1.14
C,2016-Q4,1,1.24,1.36
C,2017-Q1,1,1.21,1.27
C,2017-Q2,1,1.32,1.42
C,2017-Q3,1,1.19,1.28
C,2017-Q4,1,1.61,1.68
C,2018-Q1,1,1.54,1.62
C,2018-Q2,1,1.66,1.74
C,2018-Q3,1,1.55,1.61
C,2018-Q4,1,1.78,1.87
C,2019-Q1,1,1.78,1.83
C,2019-Q2,1,1.96,1.98
C,2019-Q3,1,1.82,1.9
C,2019-Q4,1,0.89,1.06
C,2020-Q1,1,0.47,0.5
C,2020-Q2,1,1.01,1.4
C,2020-Q3,1,1.35,2.07
C,2020-Q4,1,2.56,3.62
C,2021-Q1,1,1.94,2.84
C,2021-Q2,1,1.92,2.49
C,2021-Q3,1,1.89,1.99
C,2021-Q4,1,1.74,2.02
C,2022-Q1,1,1.67,2.3
C,2022-Q2,1,1.46,1.5
C,2022-Q3,0,1.18,1.1
C,2022-Q4,1,1.66,1.86
C,2023-Q1,1,1.31,1.37
C,2023-Q2,1,1.26,1.52
C,2023-Q3,1,0.73,0.84
C,2023-Q4,1,1.29,1.58
C,2024-Q1,1,1.4,1.52
C,2024-Q2,1,1.34,1.51
C,2024-Q3,1,1.25,1.34
C,2024-Q4,1,1.84,1.96
C,2025-Q1,1,1.61,1.96
C,2025-Q2,1,1.91,2.24
C,2025-Q3,1,1.65,1.81
CRM,2015-Q1,1,0.01,0.02
CRM,2015-Q2,0,0.05,0.05
CRM,2015-Q3,0,0.05,0.0
CRM,2015-Q4,0,0.04,0.01
CRM,2017-Q1,1,0.05,0.06
CRM,2017-Q2,0,0.09,0.09
CRM,2017-Q3,1,0.14,0.15
CRM,2017-Q4,1,0.11,0.15
CRM,2018-Q1,1,0.18,0.52
CRM,2018-Q2,1,0.12,0.35
CRM,2018-Q3,1,0.15,0.26
CRM,2018-Q4,1,0.23,0.37
CRM,2019-Q1,1,0.28,0.58
CRM,2019-Q2,1,0.09,0.25
CRM,2019-Q3,0,0.21,0.15
CRM,2019-Q4,0,0.12,0.09
CRM,2020-Q1,1,0.24,0.32
CRM,2020-Q2,1,0.19,0.94
CRM,2020-Q3,1,0.26,1.27
CRM,2020-Q4,1,0.3,0.54
CRM,2021-Q1,1,0.42,0.74
CRM,2021-Q2,1,0.39,0.87
CRM,2021-Q3,1,0.28,0.78
CRM,2021-Q4,1,0.12,0.24
CRM,2022-Q1,1,0.34,0.41
CRM,2022-Q2,1,0.37,0.52
CRM,2022-Q3,1,0.58,0.73
CRM,2022-Q4,1,0.73,1.01
CRM,2023-Q1,1,1.06,1.15
CRM,2023-Q2,1,1.33,1.63
CRM,2023-Q3,1,1.51,1.62
CRM,2023-Q4,1,1.72,1.78
CRM,2024-Q1,1,1.82,1.9
CRM,2024-Q2,1,1.73,1.92
CRM,2024-Q3,1,1.78,1.86
CRM,2024-Q4,1,1.95,2.22
CRM,2025-Q1,1,1.87,1.94
CRM,2025-Q2,1,2.12,2.27
CRM,2025-Q3,1,2.15,2.66
DAL,2014-Q4,1,0.44,0.45
DAL,2015-Q1,1,1.22,1.27
DAL,2015-Q2,1,1.71,1.74
DAL,2015-Q3,0,1.19,1.18
DAL,2015-Q4,1,1.29,1.32
DAL,2016-Q1,1,1.42,1.47
DAL,2016-Q2,1,1.65,1.7
DAL,2016-Q3,0,0.82,0.82
DAL,2016-Q4,1,0.73,0.77
DAL,2017-Q1,0,1.66,1.64
DAL,2017-Q2,1,1.54,1.57
DAL,2017-Q3,1,0.88,0.96
DAL,2017-Q4,1,0.73,0.74
DAL,2018-Q1,1,1.72,1.77
DAL,2018-Q2,1,1.74,1.8
DAL,2018-Q3,1,1.27,1.3
DAL,2018-Q4,1,0.9,0.96
DAL,2019-Q1,1,2.29,2.35
DAL,2019-Q2,1,2.27,2.32
DAL,2019-Q3,1,1.4,1.7
DAL,2019-Q4,1,-0.72,-0.51
DAL,2020-Q1,0,-3.97,-4.43
DAL,2020-Q2,0,-3.14,-3.3
DAL,2020-Q3,0,-2.43,-2.53
DAL,2020-Q4,0,-3.08,-3.55
DAL,2021-Q1,1,-1.41,-1.07
DAL,2021-Q2,1,0.15,0.3
DAL,2021-Q3,1,0.15,0.22
DAL,2021-Q4,1,-1.28,-1.23
DAL,2022-Q1,0,1.71,1.44
DAL,2022-Q2,0,1.56,1.51
DAL,2022-Q3,1,1.31,1.48
DAL,2022-Q4,0,0.29,0.25
DAL,2023-Q1,1,2.42,2.68
DAL,2023-Q2,1,1.92,2.03
DAL,2023-Q3,1,1.17,1.28
DAL,2023-Q4,1,0.36,0.45
DAL,2024-Q1,0,2.37,2.36
DAL,2024-Q2,0,1.56,1.5
DAL,2024-Q3,1,1.76,1.85
DAL,2024-Q4,1,0.4,0.46
DAL,2025-Q1,1,2.04,2.1
DAL,2025-Q2,1,1.52,1.71
DAL,2025-Q3,1,1.53,1.55
GS,2014-Q4,1,4.18,5.94
GS,2015-Q1,1,3.7,4.75
GS,2015-Q2,0,3.08,2.9
GS,2015-Q3,1,3.79,4.68
GS,2015-Q4,1,2.57,2.68
GS,2016-Q1,1,3.01,3.72
GS,2016-Q2,1,3.86,4.88
GS,2016-Q3,1,4.76,5.08
GS,2016-Q4,0,5.38,5.15
GS,2017-Q1,1,3.36,3.95
GS,2017-Q2,1,4.31,5.02
GS,2017-Q3,1,4.9,5.68
GS,2017-Q4,1,5.67,6.95
GS,2018-Q1,1,4.67,5.98
GS,2018-Q2,1,5.42,6.28
GS,2018-Q3,1,4.88,6.04
GS,2018-Q4,1,4.74,5.71
GS,2019-Q1,1,4.73,5.81
GS,2019-Q2,0,5.03,4.79
GS,2019-Q3,0,5.2,4.69
GS,2019-Q4,1,2.83,3.11
GS,2020-Q1,1,3.97,6.26
GS,2020-Q2,1,5.58,9.68
GS,2020-Q3,1,6.99,12.08
GS,2020-Q4,1,9.79,18.6
GS,2021-Q1,1,9.9,15.02
GS,2021-Q2,1,9.78,14.93
GS,2021-Q3,0,12.1,10.81
GS,2021-Q4,1,8.61,10.76
GS,2022-Q1,1,6.99,7.73
GS,2022-Q2,1,7.47,8.25
GS,2022-Q3,0,5.25,3.32
GS,2022-Q4,1,8.14,8.79
GS,2023-Q1,0,3.25,3.08
GS,2023-Q2,1,5.32,5.47
GS,2023-Q3,1,3.47,5.48
GS,2023-Q4,1,8.54,11.58
GS,2024-Q1,1,8.52,8.62
GS,2024-Q2,1,6.85,8.4
GS,2024-Q3,1,8.07,11.95
GS,2024-Q4,1,12.71,14.12
GS,2025-Q1,1,9.43,10.91
GS,2025-Q2,1,11.11,12.25
GS,2025-Q3,1,11.77,14.01
INTC,2014-Q4,1,0.4,0.41
INTC,2015-Q1,1,0.5,0.55
INTC,2015-Q2,1,0.59,0.64
INTC,2015-Q3,1,0.63,0.74
INTC,2015-Q4,1,0.49,0.54
INTC,2016-Q1,1,0.53,0.59
INTC,2016-Q2,1,0.73,0.8
INTC,2016-Q3,1,0.75,0.79
INTC,2016-Q4,1,0.65,0.66
INTC,2017-Q1,1,0.68,0.72
INTC,2017-Q2,1,0.8,1.01
INTC,2017-Q3,1,0.86,1.08
INTC,2017-Q4,1,0.71,0.87
INTC,2018-Q1,1,0.99,1.04
INTC,2018-Q2,1,1.15,1.4
INTC,2018-Q3,1,1.22,1.28
INTC,2018-Q4,1,0.87,0.89
INTC,2019-Q1,1,0.89,1.06
INTC,2019-Q2,1,1.24,1.42
INTC,2019-Q3,1,1.24,1.52
INTC,2019-Q4,1,1.28,1.45
INTC,2020-Q1,1,1.11,1.23
INTC,2020-Q2,1,1.1,1.11
INTC,2020-Q3,1,1.1,1.52
INTC,2020-Q4,1,1.15,1.39
INTC,2021-Q1,1,1.06,1.28
INTC,2021-Q2,1,1.11,1.71
INTC,2021-Q3,1,0.9,1.09
INTC,2021-Q4,1,0.8,0.87
INTC,2022-Q1,0,0.69,0.29
INTC,2022-Q2,1,0.34,0.59
INTC,2022-Q3,0,0.2,0.1
INTC,2022-Q4,0,-0.16,-0.21
INTC,2023-Q1,1,-0.19,-0.05
INTC,2023-Q2,1,0.03,0.28
INTC,2023-Q3,1,0.27,0.38
INTC,2023-Q4,0,-0.03,-0.06
INTC,2024-Q1,0,-0.11,-0.14
INTC,2024-Q2,0,-0.2,-0.63
INTC,2024-Q3,1,-0.04,-0.02
INTC,2024-Q4,1,-0.14,-0.02
INTC,2025-Q1,0,-0.14,-0.26
INTC,2025-Q2,1,-0.11,0.11
INTC,2025-Q3,1,-0.02,0.04
JPM,2014-Q4,1,1.39,1.45
JPM,2015-Q1,1,1.44,1.54
JPM,2015-Q2,0,1.38,1.32
JPM,2015-Q3,1,1.26,1.35
JPM,2015-Q4,1,1.26,1.35
JPM,2016-Q1,1,1.43,1.55
JPM,2016-Q2,1,1.4,1.58
JPM,2016-Q3,1,1.42,1.71
JPM,2016-Q4,1,1.51,1.65
JPM,2017-Q1,1,1.57,1.82
JPM,2017-Q2,1,1.67,1.76
JPM,2017-Q3,1,1.69,1.76
JPM,2017-Q4,1,2.28,2.37
JPM,2018-Q1,1,2.22,2.29
JPM,2018-Q2,1,2.24,2.34
JPM,2018-Q3,0,2.2,1.98
JPM,2018-Q4,1,2.32,2.65
JPM,2019-Q1,1,2.5,2.59
JPM,2019-Q2,1,2.44,2.68
JPM,2019-Q3,1,2.32,2.57
JPM,2019-Q4,0,1.7,0.78
JPM,2020-Q1,1,1.34,1.38
JPM,2020-Q2,1,2.35,2.92
JPM,2020-Q3,1,2.72,3.79
JPM,2020-Q4,1,3.05,4.5
JPM,2021-Q1,1,3.1,3.78
JPM,2021-Q2,1,3.0,3.74
JPM,2021-Q3,1,2.98,3.33
JPM,2021-Q4,0,2.73,2.63
JPM,2022-Q1,0,2.85,2.76
JPM,2022-Q2,1,2.96,3.12
JPM,2022-Q3,1,3.11,3.57
JPM,2022-Q4,1,3.41,4.1
JPM,2023-Q1,1,3.62,4.37
JPM,2023-Q2,1,3.89,4.33
JPM,2023-Q3,1,3.73,3.97
JPM,2023-Q4,1,4.18,4.63
JPM,2024-Q1,1,4.19,4.4
JPM,2024-Q2,1,4.02,4.37
JPM,2024-Q3,1,4.03,4.81
JPM,2024-Q4,1,4.62,5.07
JPM,2025-Q1,1,4.51,4.96
JPM,2025-Q2,1,4.83,5.07
JPM,2025-Q3,1,4.87,5.23
MS,2014-Q4,1,0.79,0.85
MS,2015-Q1,1,0.73,0.79
MS,2015-Q2,0,0.64,0.34
MS,2015-Q3,1,0.35,0.43
MS,2015-Q4,1,0.46,0.55
MS,2016-Q1,1,0.6,0.75
MS,2016-Q2,1,0.64,0.8
MS,2016-Q3,1,0.65,0.81
MS,2016-Q4,1,0.9,1.0
MS,2017-Q1,1,0.76,0.87
