feature,coef,model_id
lm_litigious_zscore_qa,-0.02183675514488263,run_004
lm_modal_strong_pr,-0.1913153143380729,run_004
lm_modal_strong_qa,0.21847429136275015,run_004
lm_modal_strong_zscore_pr,0.0067795341063307014,run_004
lm_modal_strong_zscore_qa,0.06931268572751098,run_004
lm_modal_weak_pr,-0.24770522429684907,run_004
lm_modal_weak_qa,-0.45100243490622527,run_004
lm_modal_weak_zscore_pr,0.15054869817722497,run_004
lm_modal_weak_zscore_qa,0.15883682005182764,run_004
lm_negative_pr,-0.44260578849762605,run_004
lm_negative_qa,-0.09061517943845225,run_004
lm_net_sentiment_pr,0.41294147230116285,run_004
lm_net_sentiment_qa,-0.010755680883309764,run_004
lm_net_sentiment_zscore_pr,-0.06821987606872393,run_004
lm_net_sentiment_zscore_qa,0.18992762753836476,run_004
lm_polarity_pr,0.003213900698420172,run_004
lm_polarity_qa,0.015980060086546777,run_004
lm_positive_pr,0.26002241524755443,run_004
lm_positive_qa,-0.09625189876311048,run_004
lm_subjectivity_pr,0.1895765172703276,run_004
lm_subjectivity_qa,0.14087313178511357,run_004
lm_subjectivity_zscore_pr,-0.032588073191592515,run_004
lm_subjectivity_zscore_qa,-0.13373481184962396,run_004
lm_uncertainty_pr,0.4882519060685272,run_004
lm_uncertainty_qa,0.37506679499684054,run_004
lm_uncertainty_zscore_pr,-0.28492961327418803,run_004
lm_uncertainty_zscore_qa,0.009501608066185677,run_004
n_sentences_pr,0.7026182142125951,run_004
n_sentences_qa,-0.5629877829643444,run_004
n_words_pr,-0.7797455285469662,run_004
n_words_qa,0.23801608438445204,run_004
pronoun_plural_ratio_pr,-0.11605078872523437,run_004
pronoun_plural_ratio_qa,-0.09157353372687957,run_004
pronoun_plural_ratio_zscore_pr,0.04848787853548361,run_004
pronoun_plural_ratio_zscore_qa,0.05942354400978845,run_004
smog_index_pr,0.32807605694043396,run_004
smog_index_qa,0.477544514119234,run_004
words_per_sentence_pr,-0.48682145134869786,run_004
words_per_sentence_qa,0.0443783691734424,run_004
words_per_sentence_zscore_pr,0.13522764755952627,run_004
words_per_sentence_zscore_qa,-0.13717670168068102,run_004
adverb_ratio_pr,0.1560819105037325,run_005
adverb_ratio_qa,-0.126275261082963,run_005
adverb_ratio_zscore_pr,0.052275504614609024,run_005
adverb_ratio_zscore_qa,0.1733136963635842,run_005
automated_readability_pr,1.4390155483331832,run_005
automated_readability_qa,0.21523751384517628,run_005
coleman_liau_pr,-0.7429403162484478,run_005
coleman_liau_qa,0.16003513829045493,run_005
dale_chall_pr,0.22036568440791202,run_005
dale_chall_qa,0.07768459674306827,run_005
flesch_ease_pr,-0.28732163409605854,run_005
flesch_ease_qa,0.0757415598282234,run_005
flesch_kincaid_pr,-0.49422624247461916,run_005
flesch_kincaid_qa,-1.0971193333789853,run_005
gunning_fog_pr,-0.7638260643099387,run_005
gunning_fog_qa,0.16699597115823764,run_005
lm_complexity_pr,-0.0873479601939689,run_005
lm_complexity_qa,0.18106692616696446,run_005
lm_constraining_pr,0.09425018552613587,run_005
lm_constraining_qa,0.04620793178779273,run_005
lm_litigious_pr,0.06377344719406985,run_005
lm_litigious_qa,0.2785777889331252,run_005
lm_litigious_zscore_pr,-0.14894075483470567,run_005
lm_litigious_zscore_qa,-0.01523602085136921,run_005
lm_modal_strong_pr,-0.19884619814214155,run_005
lm_modal_strong_qa,0.22649928523808463,run_005
lm_modal_strong_zscore_pr,0.016030556494353535,run_005
lm_modal_strong_zscore_qa,0.06788135787560545,run_005
lm_modal_weak_pr,-0.24906736664357568,run_005
lm_modal_weak_qa,-0.4623440265485763,run_005
lm_modal_weak_zscore_pr,0.1573521253196302,run_005
lm_modal_weak_zscore_qa,0.16642100038556384,run_005
lm_negative_pr,-0.45297806023690784,run_005
lm_negative_qa,-0.0891508596891487,run_005
lm_net_sentiment_pr,0.42100908571051693,run_005
lm_net_sentiment_qa,-0.015586151212542226,run_005
lm_net_sentiment_zscore_pr,-0.07978458698797637,run_005
lm_net_sentiment_zscore_qa,0.19302229181589214,run_005
lm_polarity_pr,0.0011470054684590088,run_005
lm_polarity_qa,0.032847555097280094,run_005
lm_positive_pr,0.263901744527831,run_005
lm_positive_qa,-0.10235303158362805,run_005
lm_subjectivity_pr,0.19322973968597487,run_005
lm_subjectivity_qa,0.14857063620717845,run_005
lm_subjectivity_zscore_pr,-0.02751301984041762,run_005
lm_subjectivity_zscore_qa,-0.14142241794713362,run_005
lm_uncertainty_pr,0.4986263433659408,run_005
lm_uncertainty_qa,0.3986658594824185,run_005
lm_uncertainty_zscore_pr,-0.2920711847887486,run_005
lm_uncertainty_zscore_qa,-0.0015634324250727869,run_005
n_sentences_pr,0.8761426421557683,run_005
n_sentences_qa,-0.6305298476423813,run_005
n_words_pr,-0.9699278699668276,run_005
n_words_qa,0.28877108663565365,run_005
pronoun_plural_ratio_pr,-0.15232853723675896,run_005
pronoun_plural_ratio_qa,-0.09558132381383633,run_005
pronoun_plural_ratio_zscore_pr,0.05744044365575809,run_005
pronoun_plural_ratio_zscore_qa,0.06610115892911195,run_005
smog_index_pr,0.4306927474812027,run_005
smog_index_qa,0.4297134961249391,run_005
words_per_sentence_pr,-0.4897846102963929,run_005
words_per_sentence_qa,0.00020675438377484433,run_005
words_per_sentence_zscore_pr,0.1410527502651992,run_005
words_per_sentence_zscore_qa,-0.1331215128658763,run_005
adverb_ratio_pr,0.10039967399437323,run_006
adverb_ratio_qa,-0.04333711353212143,run_006
adverb_ratio_zscore_pr,0.08640653872425058,run_006
adverb_ratio_zscore_qa,0.08366992903279202,run_006
automated_readability_pr,0.1015319148263253,run_006
automated_readability_qa,-0.0425907218527368,run_006
coleman_liau_pr,0.055995435612533194,run_006
coleman_liau_qa,0.07443935534116465,run_006
dale_chall_pr,0.10669774267326426,run_006
dale_chall_qa,0.04653334727003254,run_006
flesch_ease_pr,0.04236756289890259,run_006
flesch_ease_qa,0.11061466371076166,run_006
flesch_kincaid_pr,-0.09067816909394355,run_006
flesch_kincaid_qa,-0.16485563458881583,run_006
gunning_fog_pr,-0.06907358954742866,run_006
gunning_fog_qa,0.009209508893940408,run_006
lm_complexity_pr,-0.02811301525785243,run_006
lm_complexity_qa,0.16967259757147998,run_006
lm_constraining_pr,0.12553871030796154,run_006
lm_constraining_qa,0.0449593250361916,run_006
lm_litigious_pr,0.058102240463871024,run_006
lm_litigious_qa,0.25152066863312694,run_006
lm_litigious_zscore_pr,-0.13959603376136495,run_006
lm_litigious_zscore_qa,-0.003240204816087823,run_006
lm_modal_strong_pr,-0.14349210595210807,run_006
lm_modal_strong_qa,0.12394276905109815,run_006
lm_modal_strong_zscore_pr,-0.044923304628024754,run_006
lm_modal_strong_zscore_qa,0.12986922994534378,run_006
lm_modal_weak_pr,-0.1536792360189561,run_006
lm_modal_weak_qa,-0.28117755731167243,run_006
lm_modal_weak_zscore_pr,0.06344446890334426,run_006
lm_modal_weak_zscore_qa,0.07452932758065998,run_006
lm_negative_pr,-0.2805032758149782,run_006
lm_negative_qa,-0.06806601157181422,run_006
lm_net_sentiment_pr,0.29963443140164003,run_006
lm_net_sentiment_qa,-0.004599878348031958,run_006
lm_net_sentiment_zscore_pr,0.01929654516495531,run_006
lm_net_sentiment_zscore_qa,0.12787526528316734,run_006
lm_polarity_pr,0.11147418732993795,run_006
lm_polarity_qa,0.03852922493508674,run_006
lm_positive_pr,0.21697223360734832,run_006
lm_positive_qa,-0.06697673359917114,run_006
lm_subjectivity_pr,0.16600240921396056,run_006
lm_subjectivity_qa,0.0872639610006168,run_006
lm_subjectivity_zscore_pr,-0.0554834387201322,run_006
lm_subjectivity_zscore_qa,-0.0991255778944435,run_006
lm_uncertainty_pr,0.3071374003237814,run_006
lm_uncertainty_qa,0.22706364655369451,run_006
lm_uncertainty_zscore_pr,-0.14684881122275736,run_006
lm_uncertainty_zscore_qa,0.025810224376882882,run_006
n_sentences_pr,0.11630007464123249,run_006
n_sentences_qa,-0.2041282197878129,run_006
n_words_pr,-0.11920955043308082,run_006
n_words_qa,-0.011521452735900101,run_006
pronoun_plural_ratio_pr,0.008683397359573011,run_006
pronoun_plural_ratio_qa,-0.05376162194458224,run_006
pronoun_plural_ratio_zscore_pr,-0.002405342830093666,run_006
pronoun_plural_ratio_zscore_qa,0.012913411805238969,run_006
smog_index_pr,0.07004641392219789,run_006
smog_index_qa,0.1613350714184408,run_006
words_per_sentence_pr,-0.2538506933261309,run_006
words_per_sentence_qa,-0.02536634914505675,run_006
words_per_sentence_zscore_pr,0.08118699474469107,run_006
words_per_sentence_zscore_qa,-0.10067119460864192,run_006
adverb_ratio_pr,0.12722498486963313,run_007
adverb_ratio_qa,-0.06367579928289677,run_007
adverb_ratio_zscore_pr,0.07895915535410251,run_007
adverb_ratio_zscore_qa,0.10793957367901755,run_007
automated_readability_pr,0.3284497040155928,run_007
automated_readability_qa,-0.03323142860131982,run_007
coleman_liau_pr,-0.0019483844738361813,run_007
coleman_liau_qa,0.11756229926526676,run_007
dale_chall_pr,0.12761492726109347,run_007
dale_chall_qa,0.07773593807100854,run_007
flesch_ease_pr,0.12421249966583864,run_007
flesch_ease_qa,0.2121374755708806,run_007
flesch_kincaid_pr,-0.1192015844834716,run_007
flesch_kincaid_qa,-0.32910053842466447,run_007
gunning_fog_pr,-0.180701194093466,run_007
gunning_fog_qa,0.02949442102901176,run_007
lm_complexity_pr,-0.05476101632792444,run_007
lm_complexity_qa,0.18215557166696908,run_007
lm_constraining_pr,0.15083911932991548,run_007
lm_constraining_qa,0.042325240434415344,run_007
lm_litigious_pr,0.05904874319180367,run_007
lm_litigious_qa,0.3015749680906504,run_007
lm_litigious_zscore_pr,-0.15189326570144857,run_007
lm_litigious_zscore_qa,-0.02463028549648509,run_007
lm_modal_strong_pr,-0.19022614465765528,run_007
lm_modal_strong_qa,0.17177196826746122,run_007
lm_modal_strong_zscore_pr,-0.021976909325710108,run_007
lm_modal_strong_zscore_qa,0.10525660042009342,run_007
lm_modal_weak_pr,-0.21212678926039708,run_007
lm_modal_weak_qa,-0.3792425823288458,run_007
lm_modal_weak_zscore_pr,0.09281806996498386,run_007
lm_modal_weak_zscore_qa,0.1176033393642535,run_007
lm_negative_pr,-0.37710268486222265,run_007
lm_negative_qa,-0.07481980021399554,run_007
lm_net_sentiment_pr,0.36939191511476516,run_007
lm_net_sentiment_qa,-0.02180789153971376,run_007
lm_net_sentiment_zscore_pr,-0.04689020032874102,run_007
lm_net_sentiment_zscore_qa,0.1581479364630621,run_007
lm_polarity_pr,0.06835959683683228,run_007
lm_polarity_qa,0.05380706788244405,run_007
lm_positive_pr,0.24570265999978222,run_007
lm_positive_qa,-0.09925235517506821,run_007
lm_subjectivity_pr,0.18509687600418925,run_007
lm_subjectivity_qa,0.1101640441991957,run_007
lm_subjectivity_zscore_pr,-0.0528861805285094,run_007
lm_subjectivity_zscore_qa,-0.10337540966812818,run_007
lm_uncertainty_pr,0.4192928526854258,run_007
lm_uncertainty_qa,0.2993425086403533,run_007
lm_uncertainty_zscore_pr,-0.21730071930564065,run_007
lm_uncertainty_zscore_qa,0.020135659895895833,run_007
n_sentences_pr,0.24807323278838236,run_007
n_sentences_qa,-0.3650157837653719,run_007
n_words_pr,-0.26504783124188164,run_007
n_words_qa,0.09583889198046994,run_007
pronoun_plural_ratio_pr,-0.02378751150887387,run_007
pronoun_plural_ratio_qa,-0.07630478787138356,run_007
pronoun_plural_ratio_zscore_pr,0.01404963570941824,run_007
pronoun_plural_ratio_zscore_qa,0.028060494973876315,run_007
smog_index_pr,0.13338926087203637,run_007
smog_index_qa,0.31018124944174863,run_007
words_per_sentence_pr,-0.3751344042350521,run_007
words_per_sentence_qa,0.00361833813136491,run_007
words_per_sentence_zscore_pr,0.14574394327197182,run_007
words_per_sentence_zscore_qa,-0.14783007538847495,run_007
adverb_ratio_pr,0.1502020819563939,run_008
adverb_ratio_qa,-0.07634062119184015,run_008
adverb_ratio_zscore_pr,0.06701284418647328,run_008
adverb_ratio_zscore_qa,0.12639693331758503,run_008
automated_readability_pr,0.7360791038843416,run_008
automated_readability_qa,0.07249275151836648,run_008
coleman_liau_pr,-0.19838153262951935,run_008
coleman_liau_qa,0.12601413941404718,run_008
dale_chall_pr,0.17036216007922136,run_008
dale_chall_qa,0.10585817400495479,run_008
flesch_ease_pr,0.1430144582758929,run_008
flesch_ease_qa,0.24072994044937185,run_008
flesch_kincaid_pr,-0.16162800749969924,run_008
flesch_kincaid_qa,-0.6276148091843672,run_008
gunning_fog_pr,-0.39940499572930716,run_008
gunning_fog_qa,0.0718627290440999,run_008
lm_complexity_pr,-0.08032650862664965,run_008
lm_complexity_qa,0.19286146692917544,run_008
lm_constraining_pr,0.16466945613590334,run_008
lm_constraining_qa,0.03709858665033485,run_008
lm_litigious_pr,0.05449205545687351,run_008
lm_litigious_qa,0.33470482189542794,run_008
lm_litigious_zscore_pr,-0.15746918486784334,run_008
lm_litigious_zscore_qa,-0.0414127205553518,run_008
lm_modal_strong_pr,-0.22332741556295294,run_008
lm_modal_strong_qa,0.21466805920486806,run_008
lm_modal_strong_zscore_pr,0.002683194484728705,run_008
lm_modal_strong_zscore_qa,0.07745268100729226,run_008
lm_modal_weak_pr,-0.25165482849668774,run_008
lm_modal_weak_qa,-0.4370043899548706,run_008
lm_modal_weak_zscore_pr,0.11471906777132514,run_008
lm_modal_weak_zscore_qa,0.14446079545169208,run_008
lm_negative_pr,-0.4432190444642755,run_008
lm_negative_qa,-0.08187736595820518,run_008
lm_net_sentiment_pr,0.41953771848896165,run_008
lm_net_sentiment_qa,-0.025650697130351088,run_008
lm_net_sentiment_zscore_pr,-0.08908910822281978,run_008
lm_net_sentiment_zscore_qa,0.173500081944929,run_008
lm_polarity_pr,0.02029498239619599,run_008
lm_polarity_qa,0.05247376521646609,run_008
lm_positive_pr,0.26867006699494217,run_008
lm_positive_qa,-0.11134673428023556,run_008
lm_subjectivity_pr,0.19510029142070914,run_008
lm_subjectivity_qa,0.13257105416562365,run_008
lm_subjectivity_zscore_pr,-0.048739609313418905,run_008
lm_subjectivity_zscore_qa,-0.11322424472274756,run_008
lm_uncertainty_pr,0.4851748240023279,run_008
lm_uncertainty_qa,0.3511416530784807,run_008
lm_uncertainty_zscore_pr,-0.2578281655460375,run_008
lm_uncertainty_zscore_qa,0.008099349382920144,run_008
n_sentences_pr,0.47974270120040796,run_008
n_sentences_qa,-0.5539005611001725,run_008
n_words_pr,-0.5222279646718109,run_008
n_words_qa,0.23505117357751198,run_008
pronoun_plural_ratio_pr,-0.07376974452263575,run_008
pronoun_plural_ratio_qa,-0.09210721158986986,run_008
pronoun_plural_ratio_zscore_pr,0.033387426062414065,run_008
pronoun_plural_ratio_zscore_qa,0.03903445763430243,run_008
smog_index_pr,0.2426758860772066,run_008
smog_index_qa,0.44056343513301743,run_008
words_per_sentence_pr,-0.5169459050123875,run_008
words_per_sentence_qa,-0.0009168512433573734,run_008
words_per_sentence_zscore_pr,0.19133899348167624,run_008
words_per_sentence_zscore_qa,-0.17742476897581574,run_008
adverb_ratio_pr,0.1680156423159703,run_009
adverb_ratio_qa,-0.08455460326005568,run_009
adverb_ratio_zscore_pr,0.05616180339502161,run_009
adverb_ratio_zscore_qa,0.1383596826028482,run_009
automated_readability_pr,1.162246485383032,run_009
automated_readability_qa,0.30312461146653247,run_009
coleman_liau_pr,-0.45151567542189347,run_009
coleman_liau_qa,0.06561884782563814,run_009
dale_chall_pr,0.21188472214471546,run_009
dale_chall_qa,0.11814263261738422,run_009
flesch_ease_pr,-0.016573582585260975,run_009
flesch_ease_qa,0.11287006547676126,run_009
flesch_kincaid_pr,-0.36877557495320673,run_009
flesch_kincaid_qa,-1.0905649958450507,run_009
gunning_fog_pr,-0.6174068620569355,run_009
gunning_fog_qa,0.19354575257140574,run_009
lm_complexity_pr,-0.09578015090017569,run_009
lm_complexity_qa,0.20189502091559988,run_009
lm_constraining_pr,0.17164780891060982,run_009
lm_constraining_qa,0.03255046808311167,run_009
lm_litigious_pr,0.054357959647788355,run_009
lm_litigious_qa,0.34541879713702794,run_009
lm_litigious_zscore_pr,-0.16201083687695975,run_009
lm_litigious_zscore_qa,-0.04651416163379706,run_009
lm_modal_strong_pr,-0.2334648924370657,run_009
lm_modal_strong_qa,0.2323325099217821,run_009
lm_modal_strong_zscore_pr,0.014592831234378491,run_009
lm_modal_strong_zscore_qa,0.0667465916837155,run_009
lm_modal_weak_pr,-0.259369716725898,run_009
lm_modal_weak_qa,-0.4625082453597491,run_009
lm_modal_weak_zscore_pr,0.12269768467700325,run_009
lm_modal_weak_zscore_qa,0.15900792645660722,run_009
lm_negative_pr,-0.46593487478485723,run_009
lm_negative_qa,-0.09193907520756164,run_009
lm_net_sentiment_pr,0.4385484288744758,run_009
lm_net_sentiment_qa,-0.020287830907545802,run_009
lm_net_sentiment_zscore_pr,-0.1086886005383038,run_009
lm_net_sentiment_zscore_qa,0.1785601493996687,run_009
